LER Number,Plant Name,Event Date,Report Date,Title/Abstract,Cause Labels,Incident Labels
3282021001.0,Sequoyah 2,07/25/2021,09/22/2021,Ice Bed Inoperable due to Exceeding Surveillance Requirement Frequency,['Unclassified'],['Unclassified']
3282021002.0,Sequoyah 2,11/08/2021,01/06/2022,Turbine Trip Function Inoperable due to Slow to Close Turbine Throttle Valve,['Unclassified'],['Equipment and Mechanical Failures']
3282023001.0,Sequoyah 2,04/11/2023,06/07/2023,Inoperable Ice Condenser Intermediate Deck Doors Results in Condition Prohibited by Technical Specifications,['Unclassified'],['Unclassified']
3332021001.0,FitzPatrick,08/24/2021,01/10/2023,Inadequate Protection Devices for DC Motor Field Shunt Cables Through Separate Fire Areas,['Design or Maintenance Issues'],['Unclassified']
3332021002.0,FitzPatrick,11/18/2021,01/14/2022,Automatic High Pressure Coolant Injection (HPCI) System Function Prevented by Control Circuit Relay Failure,['Unclassified'],['Equipment and Mechanical Failures']
3332021003.0,FitzPatrick,11/18/2021,01/14/2022,"LER: 2021-003, Air Solenoid Valve Condition Results in Main Steam Isolation Valve (MSIV) Fast Closure Test Failure",['Unclassified'],"['Equipment and Mechanical Failures', 'Environmental and Containment Issues']"
3332022001.0,FitzPatrick,04/29/2022,06/28/2022,"LER: 2022-001, Exhaust Drain Pot Line Filled with Water up to HPCI Turbine due to Relay Failure",['Unclassified'],['Equipment and Mechanical Failures']
3332022002.0,FitzPatrick,09/26/2022,01/31/2023,Mode Switch Failed to Bypass Low Main Steam Line in Mode 2 Resulting in MSIV and RPS System Actuation,['Unclassified'],['Unclassified']
3332022003.0,FitzPatrick,10/01/2022,09/08/2023,Safety Relief Valves Lift Setpoint Found Out of Tolerance Low,['Unclassified'],['Equipment and Mechanical Failures']
3332023001.0,FitzPatrick,02/19/2023,04/19/2023,Primary Containment Isolation System Isolation due to Initiation of Main Condenser Fire Protection Foam System,['Unclassified'],['Environmental and Containment Issues']
3332023002.0,FitzPatrick,04/14/2023,08/14/2023,Reactor Protection System Electric Power Monitoring System Trip Caused Primary Containment Isolation,['Unclassified'],"['Electrical and Power Issues', 'Environmental and Containment Issues']"
3332023003.0,FitzPatrick,04/24/2023,06/23/2023,Emergency Diesel Generator Fuel Oil Supply Procedure Error “B” Subsystem,['Human Factors and Errors'],['Electrical and Power Issues']
3332023004.0,FitzPatrick,04/12/2023,12/01/2023,Misaligned Spacer Prevented Tie Breaker Closing Coil Armature Operation on a Magne-Blast for EDG A Subsystem,['Unclassified'],['Unclassified']
3342021001.0,Beaver Valley 1,05/08/2021,07/06/2021,Containment Isolation Valve Found Restrained Open Resulting in Condition Prohibited by Technical Specifications,['Unclassified'],"['Equipment and Mechanical Failures', 'Environmental and Containment Issues']"
3342022001.0,Beaver Valley 1,06/15/2022,08/10/2022,Manual Reactor Trip and Auxiliary Feedwater Actuation due to Heater Drain System Valve Failure,['Unclassified'],"['Equipment and Mechanical Failures', 'Operational Incidents']"
3352021001.0,St. Lucie 1,12/10/2021,02/04/2022,Manual Reactor Trip due to Insufficient Feed Flow to Steam Generators,['Unclassified'],"['Electrical and Power Issues', 'Operational Incidents']"
3352022002.0,St. Lucie 1,08/31/2022,10/28/2022,Condition Prohibited by Technical Specifications,['Unclassified'],['Unclassified']
3352022003.0,St. Lucie 1,09/02/2022,10/28/2022,Manual Reactor Trip due to Loss of Feedwater Pump,['Unclassified'],"['Equipment and Mechanical Failures', 'Operational Incidents']"
3362021001.0,Millstone 2,07/15/2021,09/23/2021,Incorrectly Placed Spent Fuel Assemblies in Unit 2 Spent Fuel Pool,['Unclassified'],['Unclassified']
3362021002.0,Millstone 2,11/06/2021,01/05/2022,Failed Check Valve Resulting in an Unanalyzed Condition and Operation Prohibited by Technical Specifications,['Unclassified'],['Equipment and Mechanical Failures']
3362022001.0,Millstone 2,01/20/2022,03/18/2022,Structural Integrity of Reactor Building Component Cooling Water Cracked Threaded Fitting Could not be Established Resulting in System Inoperable Longer Than Allowed by Technical Specifications,['Unclassified'],['Unclassified']
3362023001.0,Millstone 2,05/09/2023,07/07/2023,"Structural Integrity of ""A"" Train Service Water Header Piping Could Not Be Demonstrated Causing the Unit to Operate In a Condition Prohibited by Technical Specifications",['Unclassified'],['Unclassified']
3362023002.0,Millstone 2,07/06/2023,08/31/2023,Failed Check Valve Resulted in an Unanalyzed Condition,['Unclassified'],['Equipment and Mechanical Failures']
3382021001.0,North Anna 1,05/06/2021,07/01/2021,Manual Reactor Trip on Degrading Condenser Vacuum due to Piping Failure,['Unclassified'],"['Equipment and Mechanical Failures', 'Operational Incidents']"
3382021002.0,"North Anna 1, North Anna 2",07/22/2021,09/17/2021,Unanalyzed Condition due to App R Concern Identified with Cable Separation,['Unclassified'],['Unclassified']
3382022001.0,North Anna 1,04/14/2022,09/06/2022,Automatic Reactor Trip During Control Rod Operability Testing,['Unclassified'],['Operational Incidents']
3392023001.0,North Anna 2,10/03/2023,11/30/2023,Reactor Coolant Pressure Boundary Leak due to Poor Weld Workmanship,['Unclassified'],['Unclassified']
3412021001.0,Fermi 2,05/03/2021,07/01/2021,Unrecognized Impact of Opening of Barrier Doors on High Energy Line Break Analysis,['Unclassified'],['Unclassified']
3412021002.0,Fermi 2,08/22/2021,03/15/2022,Unplanned Inoperability of High Pressure Coolant Injection System due to an Inverter Circuit Failure,['Unclassified'],['Equipment and Mechanical Failures']
3412021003.0,Fermi 2,06/03/2021,12/29/2021,High Pressure Coolant Injection Inoperable due to Contact Oxidation,['Unclassified'],['Unclassified']
3412022001.0,Fermi 2,02/04/2022,04/04/2022,Reactor Scram on Low Reactor Pressure Vessel Level,['Unclassified'],['Unclassified']
3412022002.0,Fermi 2,05/11/2022,07/06/2022,Unexpected HPCI Turbine Trip,['Unclassified'],['Unclassified']
3412022003.0,Fermi 2,06/24/2022,08/23/2022,Turbine Trip and Subsequent Reactor Trip due to Mayflies,['Unclassified'],['Operational Incidents']
3412022004.0,Fermi 2,06/27/2022,10/31/2022,"Containment Isolation Valve Actuator Found Disconnected from Its Bonnet Resulting in Condition Prohibited by Technical 
Specification",['Unclassified'],"['Equipment and Mechanical Failures', 'Environmental and Containment Issues']"
3412023001.0,Fermi 2,03/23/2023,06/23/2023,Loss of Mechanical Draft Cooling Tower Fan Brakes During High Speeds Leads to Loss of Safety Function and Inoperability,['Unclassified'],['Unclassified']
3412023002.0,Fermi 2,07/21/2023,09/15/2023,Technical Specification Completion Time Exceeded Due to Repairs on the MDCT Fan D,['Unclassified'],['Unclassified']
3412023003.0,Fermi 2,08/20/2023,10/18/2023,Reactor Pressure Boundary Leakage at Socket Weld on Reactor Recirculation Sample Line Caused by Fatigue Failure,['Unclassified'],"['Equipment and Mechanical Failures', 'Environmental and Containment Issues']"
3462021001.0,Davis-Besse,02/12/2021,04/13/2021,Emergency Diesel Generator Speed Switch Failure due to Direct Current System Ground,['Unclassified'],"['Equipment and Mechanical Failures', 'Electrical and Power Issues']"
3462021002.0,Davis-Besse,06/22/2021,08/23/2021,Failure of Auxiliary Feedwater Rooms Interconnecting Door to Latch due to Worn Interlock,['Unclassified'],['Equipment and Mechanical Failures']
3462021003.0,Davis-Besse,07/08/2021,09/07/2021,Reactor Trip due to Failed Uninterruptible Power Supply and Steam Feedwater Rupture Control System Actuations,['Unclassified'],"['Electrical and Power Issues', 'Operational Incidents']"
3462022001.0,Davis-Besse,04/04/2022,08/16/2022,Plant Heatup with Inoperable Decay Heat Pump due to Oil Leak Induced by Constant Level Oiler,['Unclassified'],['Equipment and Mechanical Failures']
3462022002.0,Davis-Besse,12/23/2022,02/20/2023,Strong Winds Result in Ultimate Heat Sink Low Water Level,['Unclassified'],['Unclassified']
3482021001.0,Farley 1,04/22/2021,06/21/2021,Automatic Reactor Trip due to Turbine Generator Trip,['Unclassified'],"['Electrical and Power Issues', 'Operational Incidents']"
3482022001.0,Farley 1,08/03/2022,09/30/2022,Outdated Relay Settings Resulted in an Automatic Reactor Trip after a Floor Tile was Dropped in High Voltage Switch House,['Unclassified'],['Operational Incidents']
3482023001.0,Farley 1,02/01/2023,03/30/2023,Automatic Reactor Trip due to DC Ground on Turbine Trip Solenoid,['Unclassified'],['Operational Incidents']
3482023002.0,Farley 1,10/02/2023,11/29/2023,Residual Heat Removal Pump Inoperable for Longer Than Allowed by Technical Specifications,['Unclassified'],['Equipment and Mechanical Failures']
3482023003.0,Farley 1,02/26/2023,12/07/2023,Unit 1 Emergency Diesel Generator (EDG) Lube Oil Pump Outlet Coupling Leak,['Unclassified'],"['Equipment and Mechanical Failures', 'Electrical and Power Issues']"
3522021001.0,Limerick 1,09/23/2021,11/22/2021,Unit 1 HPCI Inoperable due to Remote Shutdown Panel Switch Failure,['Unclassified'],"['Equipment and Mechanical Failures', 'Operational Incidents']"
3522022001.0,Limerick 1,10/14/2022,12/13/2022,Unit 1 HPCI Inoperable due to Inadvertent Isolation Signal,['Unclassified'],['Environmental and Containment Issues']
3522023001.0,Limerick 1,02/27/2023,06/26/2023,"Emergency Diesel Generator Lube Oil Pressure Sensing Line Leak Resulting in a Condition Prohibited by Technical 
Specifications",['Unclassified'],['Electrical and Power Issues']
3542021001.0,Hope Creek,06/14/2021,08/13/2021,Safety Relief Valve (SRV) As-Found Setpoint Failures,['Unclassified'],['Equipment and Mechanical Failures']
3542022001.0,Hope Creek,01/19/2022,03/18/2022,B EDG Inoperable Resulting in a Condition Prohibited by Technical Specifications,['Unclassified'],['Unclassified']
3542022002.0,Hope Creek,10/28/2022,01/18/2023,Inoperable Isolation Actuation Instrumentation Caused by Failure to Remove Electrical Jumper,['Unclassified'],"['Equipment and Mechanical Failures', 'Environmental and Containment Issues']"
3542023001.0,Hope Creek,04/30/2023,09/25/2023,Technical Specification Required Shutdown due to Declaring the Suppression Chamber and Primary Containment Inoperable,['Unclassified'],"['Operational Incidents', 'Environmental and Containment Issues']"
3542023002.0,Hope Creek,05/04/2023,10/20/2023,Shutdown Margin Less than Expected Resulting in a Condition Prohibited by Technical Specifications,['Unclassified'],['Operational Incidents']
3542023003.0,Hope Creek,12/14/2023,03/19/2024,Inadvertent Main Turbine Control Valve Closure Caused Reactor Scram,['Unclassified'],['Equipment and Mechanical Failures']
3642023001.0,Farley 2,08/01/2023,09/28/2023,Pressurizer Code Safety Valve Lift Pressure Outside of Technical Specifications Limits,['Unclassified'],['Equipment and Mechanical Failures']
3642023002.0,Farley 2,10/03/2023,11/30/2023,Main Steam Safety Valve Lift Pressure Outside of Technical Specifications Limits due to Setpoint Drift,['Unclassified'],['Equipment and Mechanical Failures']
3642023003.0,Farley 2,10/24/2023,12/07/2023,Pressurizer Code Safety Valve Lift Pressure Outside of Technical Specifications Limits,['Unclassified'],['Equipment and Mechanical Failures']
3642024001.0,Farley 2,11/14/2023,01/11/2024,Manual Reactor Trip due to Rising Steam Generator Levels,['Unclassified'],"['Electrical and Power Issues', 'Operational Incidents']"
3662023001.0,Hatch 2,02/07/2023,04/05/2023,Primary Containment Penetration Exceeded Maximum Allowable Primary Containment Leakage Rate (La),['Unclassified'],['Environmental and Containment Issues']
3662023002.0,Hatch 2,03/31/2023,05/26/2023,Unit 2 Manual SCRAM due to Trip of Both Reactor Recirculation Pumps,['Unclassified'],['Equipment and Mechanical Failures']
3662023003.0,Hatch 2,11/01/2023,12/19/2023,Manual Reactor Trip due to Loss of Feedwater,['Unclassified'],['Operational Incidents']
3662024001.0,Hatch 2,12/18/2023,02/14/2024,Unit 2 High Pressure Coolant Injection (HPCI) System Inoperable,['Unclassified'],['Unclassified']
3682021001.0,Arkansas 2,10/01/2021,11/19/2021,Non-Compliance with Technical Specifications Resulting in Lack of Nuclear Instrumentation Audible Indication,['Unclassified'],['Unclassified']
3682021002.0,Arkansas 2,10/04/2021,12/01/2021,Material Defect in Primary Coolant System that Cannot be Found Acceptable Under American Society of Mechanical Engineers  Section XI,['Unclassified'],['Unclassified']
3692022001.0,"McGuire 1, McGuire 2",06/21/2022,08/18/2022,Both Control Room Area Chilled Water System Trains Inoperable due to Human Error,['Human Factors and Errors'],['Unclassified']
3692023001.0,McGuire 1,10/18/2023,12/13/2023,Automatic Actuation of the 1A Motor Driven Auxiliary Feedwater Pump due to Human Error,['Human Factors and Errors'],['Equipment and Mechanical Failures']
3702021001.0,McGuire 2,09/13/2021,11/10/2021,Valid Actuations of the Unit 2 B Train Emergency AC Power System and B Train Auxiliary Feedwater System,['Unclassified'],['Electrical and Power Issues']
3702022001.0,McGuire 2,02/18/2022,04/19/2022,Valid Actuation of the Unit 2 Reactor Protection System and Auxiliary Feedwater System,['Unclassified'],['Unclassified']
3702023001.0,McGuire 2,04/02/2023,05/31/2023,Manual Actuation of the Unit 2 Motor Driven Auxiliary Feedwater Pumps,['Unclassified'],"['Equipment and Mechanical Failures', 'Operational Incidents']"
3732022001.0,LaSalle 1,02/04/2022,05/27/2022,Turbine Stop Valve Limit Switch Failure due to Lubricant Degradation,['Unclassified'],['Equipment and Mechanical Failures']
3732022003.0,"LaSalle 1, LaSalle 2",05/20/2022,12/28/2022,Main Control Room and Auxiliary Electric Room HVAC Declared Inoperable due to Multiple Component Failures,['Unclassified'],['Equipment and Mechanical Failures']
3732022004.0,"LaSalle 1, LaSalle 2",11/04/2022,12/21/2022,Both Trains of Main Control Room and Auxiliary Electric Room HVAC Declared Inoperable due to Compressor Trips,['Unclassified'],['Unclassified']
3732023001.0,LaSalle 1,04/17/2023,06/16/2023,Low Pressure Core Spray Inoperable due to Minimum Flow Valve Flow Pressure Switch Failure,['Unclassified'],['Equipment and Mechanical Failures']
3732023002.0,LaSalle 1,10/18/2023,12/04/2023,Turbine Stop Valve Limit Switch Failure due to Lubricant Degradation,['Unclassified'],['Equipment and Mechanical Failures']
3742021002.0,LaSalle 2,05/31/2021,05/23/2023,Reactor Protection System Half Scram due to Motor Generator Set Output Breaker Trip,['Unclassified'],['Electrical and Power Issues']
3742022002.0,LaSalle 2,03/24/2021,05/27/2022,Turbine Stop Valve Limit Switch Failure due to Lubricant Degradation,['Unclassified'],['Equipment and Mechanical Failures']
3742022003.0,LaSalle 2,09/26/2022,06/16/2023,Manual Scram due to Isophase Bus Duct Fire Followed by 2A RPS Normal Power Supply Trip,['Unclassified'],['Electrical and Power Issues']
3742023001.0,LaSalle 2,02/17/2023,04/17/2023,Standby Liquid Control Valve Inoperable due to Failed Motor Starter Contactor,['Unclassified'],['Equipment and Mechanical Failures']
3742023002.0,"LaSalle 2, LaSalle 1",02/24/2023,08/22/2024,Air Circuit Breaker (ACB) Mechanically Operated Contacts (MOC) Switch Failed to Actuate,['Unclassified'],['Unclassified']
3742023003.0,LaSalle 2,03/04/2023,05/02/2023,Automatic Actuation of Reactor Protection System (RPS),['Unclassified'],['Unclassified']
3822021002.0,Waterford 3,08/29/2021,11/22/2021,Loss of Offsite Power due to Hurricane Ida,['Unclassified'],['Electrical and Power Issues']
3822021003.0,Waterford 3,10/18/2021,12/16/2021,Non-Compliance with Technical Specifications due to Failed Ambient Pressure Input,['Unclassified'],['Unclassified']
3822022001.0,Waterford 3,01/18/2022,02/22/2023,Non-Compliance with Technical Specifications due to Incorrect Procedural Guidance for Radiation Monitors,['Unclassified'],['Unclassified']
3822022002.0,Waterford 3,03/17/2022,05/13/2022,Operation Prohibited by Technical Specifications Due to Personnel Error,['Human Factors and Errors'],['Unclassified']
3822022003.0,Waterford 3,04/13/2022,06/13/2022,Operation Prohibited by Technical Specifications due to Radiation Monitor Calibration Error,['Human Factors and Errors'],['Unclassified']
3822022004.0,Waterford 3,04/24/2022,06/23/2022,Operation Prohibited by Technical Specifications due to Inadequate Radiation Monitor Calibration Procedures,['Design or Maintenance Issues'],['Unclassified']
3822022005.0,Waterford 3,06/24/2022,08/23/2022,Engineered Safety Features Actuation System Relay Failure Results in Reactor Trip and Emergency Feedwater Actuation,['Unclassified'],"['Equipment and Mechanical Failures', 'Operational Incidents']"
3822022006.0,Waterford 3,09/08/2022,11/07/2022,Non-Compliance with Technical Specifications due to Incorrect Conversion Factors in Plant Stack and Fuel Handling Building Radiation Monitors,['Unclassified'],['Unclassified']
3822023001.0,Waterford 3,03/02/2023,05/01/2023,Non-Compliance with Technical Specifications due to Pico-ammeter Circuit Board Fluctuations in Containment High Range Radiation Monitor B,['Unclassified'],['Environmental and Containment Issues']
3822023002.0,Waterford 3,03/10/2023,05/09/2023,Plant Shutdown Required by Technical Specifications for Unidentified Reactor Coolant System Leakage in Containment,['Unclassified'],"['Operational Incidents', 'Environmental and Containment Issues']"
3822023003.0,Waterford 3,11/05/2023,12/30/2023,Steam Generator Tube Degradation Indicated by Failed In-Situ Pressure Testing,['Unclassified'],['Electrical and Power Issues']
3822023004.0,Waterford 3,12/17/2023,02/14/2024,"Non-Compliance with Technical Specifications due to Performing Startup Channel 1 Functional Testing During Fuel 
Movement",['Unclassified'],['Unclassified']
3872021001.0,Susquehanna 1,03/09/2021,05/06/2021,Unplanned Inoperability of the High Pressure Coolant Injection (HPCI) System due to a Primary Containment Isolation (PCIV) Valve Failure to Stroke Full Closed On-demand due to an Intermittent Break in the Close Control Circuitry,['Unclassified'],"['Equipment and Mechanical Failures', 'Environmental and Containment Issues']"
3872021002.0,"Susquehanna 1, Susquehanna 2",04/29/2021,06/28/2021,Inoperability of Computer Room Floor Cooling Fan Caused by Extended Operation with Worn Belts due to Less Than Adequate Preventive Maintenance Replacement Interval,['Design or Maintenance Issues'],['Unclassified']
3872021003.0,Susquehanna 1,07/21/2021,11/11/2021,Automatic Reactor Scram due to Main Turbine Trip Caused by a ‘C’ Isophase Bus Ground Fault,['Unclassified'],['Unclassified']
3872021004.0,Susquehanna 1,10/07/2021,03/21/2022,Loss of 1B RHRSW Pump due to Cable Damage During Excavation Activities,['Unclassified'],['Equipment and Mechanical Failures']
3872021005.0,Susquehanna 1,11/30/2021,03/30/2022,Automatic Reactor Scram due to Turbine Control Valve Fast Closure,['Unclassified'],['Equipment and Mechanical Failures']
3872022001.0,Susquehanna 1,04/02/2022,08/10/2022,Main Steam Isolation Valve Leakage due to Seating Surfaces Wear and Material Deposits,['Unclassified'],"['Equipment and Mechanical Failures', 'Environmental and Containment Issues']"
3872022002.0,Susquehanna 1,05/23/2022,12/05/2022,"Automatic Reactor Scram due to Reactor Protection System Actuation on High Reactor Vessel Pressure 
Signal Following Inadvertent Closure of Inboard Main Steam Isolation Valve",['Unclassified'],"['Equipment and Mechanical Failures', 'Environmental and Containment Issues']"
3872023001.0,"Susquehanna 1, Susquehanna 2",03/23/2023,05/22/2023,Inadvertent Contact Between Relay Cover and Relay Trip Contacts Resulted in Automatic Actuation of the ‘B’ Emergency Diesel Generator,['Unclassified'],['Electrical and Power Issues']
3872023002.0,Susquehanna 1,04/07/2023,06/06/2023,"Unplanned Inoperability of the High Pressure Coolant Injection (HPCI) System due Failure of the HPCI Turbine Stop Valve to Fully Close, Most Likely due to Internal Corrosion and Mechanical Binding of the Valve Hydraulic Drive",['Unclassified'],['Equipment and Mechanical Failures']
3872023003.0,"Susquehanna 1, Susquehanna 2",09/12/2023,11/09/2023,D Diesel Generator Inoperable due to Clogged Fuel Injectors,['Unclassified'],['Electrical and Power Issues']
3872023004.0,Susquehanna 1,11/10/2023,08/26/2024,Manual Reactor Scram due to Degraded Main Condenser Vacuum,['Unclassified'],['Unclassified']
3882021001.0,Susquehanna 2,07/06/2021,03/21/2022,Condition Prohibited by Technical Specifications due to Drift of Reactor Pressure Switch,['Unclassified'],['Unclassified']
3882021002.0,Susquehanna 2,08/30/2021,02/08/2022,Loss of Secondary Containment due to Failed Differential Pressure Transmitter,['Unclassified'],['Environmental and Containment Issues']
3882021003.0,Susquehanna 2,10/11/2021,03/24/2022,Automatic Reactor Scram due to Main Turbine Trip Caused by Inadvertent Trip of the Main Generator Output Breakers,['Unclassified'],['Electrical and Power Issues']
3882021004.0,Susquehanna 2,10/11/2021,11/03/2022,Unit 2 Main Turbine Pressure Regulator Inoperable for Longer Than Allowed by Technical Specifications due to Inadequate Valve Modification,['Design or Maintenance Issues'],['Equipment and Mechanical Failures']
3882021005.0,Susquehanna 2,12/15/2021,04/11/2022,Condition Prohibited by Technical Specification due to Setpoint Drift Attributed to Age Related Degradation,['Unclassified'],['Unclassified']
3882022001.0,Susquehanna 2,09/26/2022,11/23/2022,Inadequate Performance of Loss of Safety Determination Resulting in Both Divisions of Core Spray Being Inoperable,['Design or Maintenance Issues'],['Unclassified']
3882022003.0,"Susquehanna 2, Susquehanna 1",10/22/2022,12/19/2022,Inoperable 13.8kV Startup Transformer due to Misaligned Load Tap Charger Local/Remote Control Switch,['Unclassified'],['Unclassified']
3892021001.0,St. Lucie 2,01/20/2021,03/10/2021,Automatic Reactor Trip due to a Breaker Failure on the 2B2 480V Motor Control Center,['Unclassified'],"['Equipment and Mechanical Failures', 'Operational Incidents']"
3892021002.0,St. Lucie 2,09/16/2021,11/10/2021,Foreign Material Exclusion Device Found in Containment Spray System,['Unclassified'],['Environmental and Containment Issues']
3892022001.0,St. Lucie 2,01/06/2022,03/04/2022,Reactor Shutdown Required by Technical Specifications due to a Misaligned Control Element Assembly,['Unclassified'],['Operational Incidents']
3892024001.0,St. Lucie 2,12/15/2023,02/13/2024,Safety Injection Tank Vent Line Through Wall Leakage,['Unclassified'],['Environmental and Containment Issues']
3902021001.0,"Watts Bar 1, Watts Bar 2",03/01/2021,04/20/2021,Control Room Emergency Ventilation System Inoperable due to Main Control Room Door Being Left Open,['Unclassified'],['Unclassified']
3902023001.0,Watts Bar 1,05/03/2023,09/27/2023,Inadequate 10 CFR 50.59 Results in Failure to Obtain Prior NRC Approval for Condition Prohibited by Technical Specifications,['Design or Maintenance Issues'],['Equipment and Mechanical Failures']
3912021001.0,Watts Bar 2,03/17/2021,05/10/2021,Automatic Reactor Trip on Main Turbine Trip Caused by Main Feed Pump Trip due to Low Condenser Vacuum,['Unclassified'],"['Equipment and Mechanical Failures', 'Operational Incidents']"
3912023001.0,Watts Bar 2,05/25/2023,07/20/2023,Unanalyzed Condition Related to Loss of the 2A Emergency Diesel Generator During a Postulated Appendix R Fire,['Unclassified'],['Electrical and Power Issues']
3912023002.0,Watts Bar 2,06/27/2023,08/24/2023,Automatic Reactor Trip due to Main Generator Protection Relay Actuation,['Unclassified'],"['Electrical and Power Issues', 'Operational Incidents']"
3912023003.0,Watts Bar 2,08/04/2023,02/29/2024,Automatic Reactor Trip due to Loss of Main Feedwater Regulating Valve Control,['Unclassified'],"['Equipment and Mechanical Failures', 'Operational Incidents']"
3952021001.0,Summer 1,06/28/2021,02/08/2022,Condition Prohibited by Technical Specifications,['Unclassified'],['Unclassified']
3952022001.0,Summer 1,11/15/2021,12/15/2022,Manual Reactor Trip due to Main Transformer Fault,['Unclassified'],['Operational Incidents']
3952022002.0,Summer 1,02/09/2022,12/08/2022,Condition Prohibited By Technical Specifications: Inoperable 'B' Emergency Diesel Generator,['Unclassified'],['Electrical and Power Issues']
3952023001.0,Summer 1,04/05/2023,05/30/2023,Manual Reactor Trip due to Loss of Main Feedwater Pump,['Unclassified'],"['Equipment and Mechanical Failures', 'Operational Incidents']"
3972021001.0,Columbia,09/28/2021,06/09/2022,Integrated Leak Rate Test,['Unclassified'],['Unclassified']
3972021002.0,Columbia,09/28/2021,06/09/2022,Integrated Leak Rate Test,['Unclassified'],['Unclassified']
3972024001.0,Columbia,11/21/2023,01/22/2024,Failure to Track Operability Requirements of Transversing In-Core Probe Valves,['Unclassified'],['Equipment and Mechanical Failures']
4002021004.0,Harris,04/29/2021,06/21/2021,Pressurizer Safety Valve Lift Setpoint Drifted Outside of Technical Specification Tolerance,['Unclassified'],['Equipment and Mechanical Failures']
4002021005.0,Harris,06/22/2021,08/23/2021,Past Inoperability of Effluent Accident Monitor Exceeded Time Allowed by Technical Specifications,['Unclassified'],['Unclassified']
4002022001.0,Harris,01/10/2022,03/10/2022,Essential Services Chilled Water Chiller Inoperable due to Pre-Rotation Vane Actuator Control Arm Position,['Unclassified'],['Unclassified']
4002022003.0,Harris,04/29/2022,06/28/2022,Manual Reactor Trip due to Degrading Condenser Vacuum,['Unclassified'],['Operational Incidents']
4002022004.0,Harris,05/02/2022,06/30/2022,Both Trains of High Head Safety Injection Inoperable,['Unclassified'],['Unclassified']
4002022005.0,Harris,08/28/2022,11/28/2022,Manual Reactor Trip due to “B” Condensate Pump Motor Failure,['Unclassified'],"['Equipment and Mechanical Failures', 'Operational Incidents']"
4002022006.0,Harris,10/27/2022,07/11/2023,Auxiliary Feedwater Pump Inoperability,['Unclassified'],['Equipment and Mechanical Failures']
4002022007.0,Harris,10/30/2022,01/26/2023,Automatic Reactor Trip due to Loss of Power from the ‘A’ Auxiliary Bus,['Unclassified'],"['Electrical and Power Issues', 'Operational Incidents']"
4002022008.0,Harris,10/30/2022,12/19/2022,Automatic Actuation of Auxiliary Feedwater System,['Unclassified'],['Unclassified']
4102022001.0,Nine Mile Point 2,04/05/2022,06/03/2022,Automatic Reactor Scram due to Low Reactor Water Level During Maintenance,['Design or Maintenance Issues'],['Unclassified']
4102022002.0,Nine Mile Point 2,09/04/2022,12/20/2022,Reactor Protection System Actuation While Shutdown,['Unclassified'],['Operational Incidents']
4102023001.0,Nine Mile Point 2,09/02/2023,10/27/2023,Automatic Reactor SCRAM on Low Level due to Partial Loss of Feedwater,['Unclassified'],['Unclassified']
4122021001.0,Beaver Valley 2,01/04/2021,03/03/2021,Operation Prohibited by Technical Specifications During a Loss of Control Rod Position Indication Event,['Unclassified'],['Unclassified']
4122021002.0,Beaver Valley 2,10/05/2021,12/03/2021,Unit 2 Automatic Reactor Trip and Automatic Actuation of the Auxiliary Feedwater System,['Unclassified'],['Operational Incidents']
4122021003.0,Beaver Valley 2,10/22/2021,12/17/2021,Indications Identified During Reactor Vessel Head Inspection,['Systemic or Policy Failures'],['Unclassified']
4122021004.0,Beaver Valley 2,11/12/2021,01/11/2022,Unit 2 Manual Reactor Trip,['Unclassified'],['Operational Incidents']
4122021005.0,Beaver Valley 2,11/17/2021,01/17/2022,Manual Reactor Trip and Auxiliary Feedwater Actuation due to Trip of a Main Feedwater Pump,['Unclassified'],"['Equipment and Mechanical Failures', 'Operational Incidents']"
4122022001.0,Beaver Valley 2,07/13/2022,09/08/2022,"Unit 2 Operation or Condition Prohibited by Technical Specification and Loss of Safety Function due to Emergency Diesel 
Generator Fuel Oil Intrusion into Lube Oil",['Unclassified'],['Electrical and Power Issues']
4122023001.0,Beaver Valley 2,04/22/2023,06/16/2023,Indications Identified During Reactor Vessel Head Inspection,['Systemic or Policy Failures'],['Unclassified']
4122023002.0,Beaver Valley 2,05/19/2023,07/12/2023,Automatic Actuation of Auxiliary Feedwater System,['Unclassified'],['Unclassified']
4122023003.0,Beaver Valley 2,06/11/2023,02/20/2024,Missile Barrier Door Left Open Resulting in a Loss of Safety Function,['Unclassified'],['Unclassified']
4122023004.0,Beaver Valley 2,07/12/2023,09/08/2023,Condition Prohibited by Technical Specification and Loss of Safety Function due to Emergency Diesel Generator Lube Oil Contamination by Fuel Oil,['Unclassified'],['Electrical and Power Issues']
4132021005.0,Catawba 1,10/27/2021,12/21/2021,Automatic Actuation of the 1B Emergency Diesel Generator Load Sequencer on Bus Undervoltage Condition,['Unclassified'],['Electrical and Power Issues']
4142021001.0,Catawba 2,04/20/2021,06/21/2021,Indication Identified During Reactor Pressure Vessel Head Nozzle Penetration Inspection,['Systemic or Policy Failures'],['Unclassified']
4142021002.0,Catawba 2,05/01/2021,06/29/2021,Valid Actuation of the Unit 2 Reactor Protection System and Auxiliary Feedwater System,['Unclassified'],['Unclassified']
